1601040778;980;6;DRUID-Feral,HUNTER-Survival,PRIEST-Discipline;DEATHKNIGHT-Unholy,DEMONHUNTER-Havoc,DRUID-Restoration;156;true;0;4189672;2061491;0;13;2431;2424;Feral;true
1601040538;1911;6;DRUID-Feral,HUNTER-Survival,PRIEST-Discipline;SHAMAN-Elemental,SHAMAN-Restoration,WARLOCK-Destruction;41;true;0;662314;184214;0;13;2402;2402;Feral;true
1601040415;1504;6;DRUID-Feral,HUNTER-Survival,PRIEST-Discipline;MAGE-Fire,MONK-Windwalker,PALADIN-Holy;122;false;0;2385729;1341800;0;-11;2434;2420;Feral;true
1601040134;1504;6;DRUID-Feral,HUNTER-Survival,PRIEST-Discipline;MONK-Mistweaver,WARLOCK-Destruction,WARRIOR-Arms;400;true;0;10576788;5540420;0;13;2400;2424;Feral;true
1601039545;980;6;DRUID-Feral,HUNTER-Survival,PRIEST-Discipline;DRUID-Balance,MONK-Windwalker,PALADIN-Holy;635;true;0;12343306;7455543;0;12;2368;2384;Feral;true
1601038813;572;6;DRUID-Feral,HUNTER-Survival,PRIEST-Discipline;MAGE-Fire,PRIEST-Discipline,ROGUE-Assassination;104;false;0;1812612;623565;0;-12;2402;2376;Feral;true
1600972472;1672;6;DRUID-Feral,HUNTER-Survival,PRIEST-Discipline;DRUID-Restoration,MAGE-Fire,WARLOCK-Destruction;582;false;0;10772613;5913788;0;-11;2431;2425;Feral;true
1600971808;1825;6;DRUID-Feral,HUNTER-Survival,PRIEST-Discipline;MAGE-Fire,PRIEST-Discipline,ROGUE-Subtlety;837;true;1;17984368;7048292;0;12;2405;2389;Feral;true
1600970821;2167;6;DRUID-Feral,HUNTER-Survival,PRIEST-Discipline;DEATHKNIGHT-Frost,DEMONHUNTER-Havoc,SHAMAN-Restoration;102;false;0;2129972;1316672;0;-11;2436;2426;Feral;true
1600970589;572;6;DRUID-Feral,HUNTER-Survival,PRIEST-Discipline;MAGE-Fire,PRIEST-Discipline,ROGUE-Assassination;202;true;0;3369480;2023650;0;13;2407;2407;Feral;true
1600970310;1505;6;DRUID-Feral,HUNTER-Survival,PRIEST-Discipline;MONK-Windwalker,SHAMAN-Restoration,WARLOCK-Destruction;178;false;0;3427307;2218622;0;-10;2433;2449;Feral;true
1600969951;1505;6;DRUID-Feral,HUNTER-Survival,PRIEST-Discipline;MAGE-Arcane,PRIEST-Discipline,ROGUE-Assassination;130;true;0;2670994;948054;0;13;2401;2415;Feral;true
1600969707;617;6;DRUID-Feral,HUNTER-Survival,PRIEST-Discipline;MAGE-Fire,PRIEST-Discipline,ROGUE-Assassination;212;false;0;3026103;1246937;0;-11;2435;2412;Feral;true
1600969388;1825;6;DRUID-Feral,HUNTER-Survival,PRIEST-Discipline;PALADIN-Holy,PRIEST-Shadow,WARLOCK-Destruction;562;true;0;7380040;8245445;0;13;2405;2410;Feral;true
1600968743;1911;6;DRUID-Feral,HUNTER-Survival,PRIEST-Discipline;DRUID-Feral,MAGE-Fire,PRIEST-Discipline;328;true;0;7685430;3953758;0;12;2378;2364;Feral;true
1600968215;1134;6;DRUID-Feral,HUNTER-Survival,PRIEST-Discipline;PRIEST-Shadow,SHAMAN-Restoration,WARLOCK-Destruction;106;false;0;1883326;1341181;0;-11;2410;2397;Feral;true
1600968030;980;6;DRUID-Feral,HUNTER-Survival,PRIEST-Discipline;DRUID-Feral,MAGE-Fire,PALADIN-Holy;168;true;0;2986596;1732326;0;13;2378;2390;Feral;true
1600967738;980;6;DRUID-Feral,HUNTER-Survival,PRIEST-Discipline;DRUID-Restoration,MAGE-Fire,WARRIOR-Arms;114;true;2;2544710;849862;0;12;2349;2349;Feral;true
1600967535;617;6;DRUID-Feral,HUNTER-Survival,PRIEST-Discipline;PALADIN-Holy,SHAMAN-Elemental,WARLOCK-Destruction;43;true;2;604000;109018;0;11;2319;2323;Feral;true
1600967403;1505;6;DRUID-Feral,HUNTER-Survival,PRIEST-Discipline;DEMONHUNTER-Havoc,PALADIN-Holy,WARRIOR-Arms;103;true;1;2358703;1213125;0;10;2294;2275;Feral;true
1600967187;1505;6;DRUID-Feral,HUNTER-Survival,PRIEST-Discipline;DRUID-Feral,HUNTER-Survival,PALADIN-Holy;251;true;1;5853170;3384590;0;11;2262;2277;Feral;true
1600966814;1505;6;DRUID-Feral,HUNTER-Survival,PRIEST-Discipline;DEMONHUNTER-Havoc,PRIEST-Discipline,WARLOCK-Destruction;62;false;0;999355;273829;0;-14;2292;2287;Feral;true
1600966668;1134;6;DRUID-Feral,HUNTER-Survival,PRIEST-Discipline;DEMONHUNTER-Havoc,MONK-Windwalker,SHAMAN-Restoration;346;false;0;7443674;4608769;0;-13;2324;2309;Feral;true
1600966246;1911;6;DRUID-Feral,HUNTER-Survival,PRIEST-Discipline;HUNTER-Survival,PALADIN-Retribution,PRIEST-Discipline;169;false;0;3603170;2292992;0;-12;2349;2369;Feral;true
1600965987;2167;6;DRUID-Feral,HUNTER-Survival,PRIEST-Discipline;DRUID-Restoration,SHAMAN-Elemental,WARLOCK-Destruction;383;true;2;9180933;4936500;0;11;2318;2330;Feral;true
1600965407;980;6;DRUID-Feral,HUNTER-Survival,PRIEST-Discipline;PALADIN-Holy,ROGUE-Assassination,SHAMAN-Elemental;426;true;2;8277469;4176704;0;10;2289;2287;Feral;true
1600964904;572;6;DRUID-Feral,HUNTER-Survival,PRIEST-Discipline;PRIEST-Discipline,SHAMAN-Enhancement,WARRIOR-Arms;212;false;0;4252706;2669960;0;-13;2317;2321;Feral;true
1600964602;1672;6;DRUID-Feral,HUNTER-Survival,PRIEST-Discipline;DEATHKNIGHT-Unholy,DEMONHUNTER-Havoc,PALADIN-Holy;315;true;1;6168277;5287218;0;10;2288;2290;Feral;true
1600964211;980;6;DRUID-Feral,HUNTER-Survival,PRIEST-Discipline;HUNTER-Survival,PALADIN-Retribution,PRIEST-Discipline;129;false;0;2385414;1705345;0;-13;2318;2311;Feral;true
1600963999;1504;6;DRUID-Feral,HUNTER-Survival,PRIEST-Discipline;MAGE-Fire,PALADIN-Holy,ROGUE-Assassination;72;false;0;1208886;625889;0;-13;2348;2344;Feral;true
1600963825;980;6;DRUID-Feral,HUNTER-Survival,PRIEST-Discipline;DRUID-Restoration,MAGE-Fire,ROGUE-Assassination;114;false;0;2022345;849691;0;-12;2379;2373;Feral;true
1600963488;1504;6;DRUID-Feral,HUNTER-Survival,PRIEST-Discipline;MAGE-Fire,PALADIN-Holy,WARLOCK-Destruction;358;true;1;5105333;3523602;0;12;2346;2364;Feral;true
1600962990;1552;6;DRUID-Feral,HUNTER-Survival,PRIEST-Discipline;DRUID-Feral,HUNTER-Survival,PALADIN-Holy;40;true;1;879670;319729;0;10;2318;2311;Feral;true
1600962844;1825;6;DRUID-Feral,HUNTER-Survival,PRIEST-Discipline;HUNTER-Survival,PALADIN-Holy,PRIEST-Shadow;46;true;0;989728;432827;0;10;2293;2275;Feral;true
1600962653;2167;6;DRUID-Feral,HUNTER-Survival,PRIEST-Discipline;MAGE-Fire,PALADIN-Holy,WARLOCK-Destruction;235;false;0;1213580;1625984;0;-13;2319;2336;Feral;true
1600962290;1134;6;DRUID-Feral,HUNTER-Survival,PRIEST-Discipline;DEMONHUNTER-Havoc,MONK-Mistweaver,MONK-Windwalker;345;false;0;8199814;4028870;0;-13;2347;2350;Feral;true
1600961836;1672;6;DRUID-Feral,HUNTER-Survival,PRIEST-Discipline;MAGE-Fire,PALADIN-Holy,WARLOCK-Destruction;356;true;0;2746567;2300992;0;11;2313;2336;Feral;true
1600961340;617;6;DRUID-Feral,HUNTER-Survival,PRIEST-Discipline;MAGE-Fire,PRIEST-Discipline,ROGUE-Assassination;147;false;0;3552439;1278468;0;-13;2344;2337;Feral;true
1600961107;1672;6;DRUID-Feral,HUNTER-Survival,PRIEST-Discipline;DRUID-Feral,HUNTER-Survival,PRIEST-Discipline;209;true;0;4918073;3129450;0;10;2316;2307;Feral;true
1600960818;1134;6;DRUID-Feral,HUNTER-Survival,PRIEST-Discipline;MAGE-Fire,PALADIN-Holy,ROGUE-Assassination;199;true;0;3253273;1480835;0;10;2285;2296;Feral;true
1600960504;1911;6;DRUID-Feral,HUNTER-Survival,PRIEST-Discipline;DRUID-Restoration,MAGE-Fire,WARLOCK-Destruction;669;true;1;6546242;5204056;0;9;2257;2254;Feral;true
1600959718;1134;6;DRUID-Feral,HUNTER-Survival,PRIEST-Discipline;PALADIN-Holy,PALADIN-Retribution,SHAMAN-Elemental;209;true;0;3799873;2396994;0;8;2230;2217;Feral;true
1600957044;1552;6;DRUID-Feral,HUNTER-Survival,PRIEST-Discipline;DEATHKNIGHT-Unholy,MONK-Mistweaver,PRIEST-Shadow;164;false;0;3592687;1438000;0;-15;2261;2254;Feral;true
1600956797;1825;6;DRUID-Feral,HUNTER-Survival,PRIEST-Discipline;MAGE-Fire,PRIEST-Discipline,ROGUE-Assassination;226;false;0;4378313;1908430;0;-15;2291;2286;Feral;true
1600956477;980;6;DRUID-Feral,HUNTER-Survival,PRIEST-Discipline;MAGE-Fire,PALADIN-Holy,ROGUE-Assassination;37;false;0;306686;12047;0;-14;2321;2315;Feral;true
1600956265;1505;6;DRUID-Feral,HUNTER-Survival,PRIEST-Discipline;DEATHKNIGHT-Unholy,MONK-Mistweaver,WARRIOR-Arms;89;false;0;1941259;726432;0;-14;2350;2349;Feral;true
1600956096;572;6;DRUID-Feral,HUNTER-Survival,PRIEST-Discipline;DEATHKNIGHT-Unholy,DEMONHUNTER-Havoc,MONK-Mistweaver;185;false;0;5184390;2671184;0;-14;2385;2358;Feral;true
1600955694;1552;6;DRUID-Feral,HUNTER-Survival,PRIEST-Discipline;DEMONHUNTER-Havoc,DRUID-Restoration,MONK-Windwalker;142;false;0;3430614;1711223;0;-12;2414;2413;Feral;true
1600955440;1505;6;DRUID-Feral,HUNTER-Survival,PRIEST-Discipline;MAGE-Fire,PRIEST-Discipline,ROGUE-Assassination;191;true;1;3374922;1516394;0;11;2387;2378;Feral;true
